job_title,job_description,job_skill_1,job_skill_2,job_skill_3
Product Manager,Designs user interfaces and ensures optimal user experience.,Project Management,SEM,Scrum
Software Engineer,Analyzes data to drive business decisions and strategies.,Figma,UX Research,SQL
Data Analyst,Plans and executes marketing campaigns across channels.,Python,Java,Content Strategy
Data Analyst,Plans and executes marketing campaigns across channels.,Excel,Data Analysis,Content Strategy
Software Engineer,Analyzes data to drive business decisions and strategies.,Project Management,UX Research,SQL
UX Designer,Develops software applications using modern technologies.,Project Management,Data Analysis,Scrum
Data Analyst,Analyzes data to drive business decisions and strategies.,SEO,UX Research,Prototyping
Software Engineer,Analyzes data to drive business decisions and strategies.,Figma,Java,Scrum
Product Manager,Analyzes data to drive business decisions and strategies.,Excel,SEM,SQL
Marketing Specialist,Plans and executes marketing campaigns across channels.,Excel,Agile,SQL
Software Engineer,Develops software applications using modern technologies.,Figma,Agile,SQL
Product Manager,Develops software applications using modern technologies.,Excel,SEM,Scrum
Product Manager,Develops software applications using modern technologies.,Python,SEM,SQL
Product Manager,Plans and executes marketing campaigns across channels.,Python,Java,SQL
Data Analyst,Manages product lifecycle and works with cross-functional teams.,SEO,Agile,SQL
Marketing Specialist,Develops software applications using modern technologies.,SEO,UX Research,SQL
Software Engineer,Designs user interfaces and ensures optimal user experience.,Excel,UX Research,Content Strategy
Product Manager,Develops software applications using modern technologies.,Excel,UX Research,SQL
Data Analyst,Manages product lifecycle and works with cross-functional teams.,Figma,Agile,SQL
Data Analyst,Analyzes data to drive business decisions and strategies.,Figma,SEM,SQL
Data Analyst,Plans and executes marketing campaigns across channels.,Project Management,Java,Prototyping
Product Manager,Analyzes data to drive business decisions and strategies.,Project Management,UX Research,Prototyping
Marketing Specialist,Analyzes data to drive business decisions and strategies.,Figma,Java,Scrum
UX Designer,Analyzes data to drive business decisions and strategies.,Project Management,Data Analysis,SQL
Marketing Specialist,Plans and executes marketing campaigns across channels.,Project Management,Agile,SQL
UX Designer,Designs user interfaces and ensures optimal user experience.,Project Management,Java,Prototyping
Marketing Specialist,Analyzes data to drive business decisions and strategies.,SEO,Data Analysis,Prototyping
Software Engineer,Manages product lifecycle and works with cross-functional teams.,Excel,SEM,SQL
Software Engineer,Manages product lifecycle and works with cross-functional teams.,Figma,UX Research,Prototyping
Software Engineer,Analyzes data to drive business decisions and strategies.,Figma,Data Analysis,SQL
UX Designer,Analyzes data to drive business decisions and strategies.,Project Management,Java,Scrum
UX Designer,Develops software applications using modern technologies.,SEO,SEM,Prototyping
Data Analyst,Develops software applications using modern technologies.,Excel,Java,SQL
Product Manager,Designs user interfaces and ensures optimal user experience.,SEO,Java,SQL
UX Designer,Designs user interfaces and ensures optimal user experience.,Excel,SEM,Scrum
Product Manager,Develops software applications using modern technologies.,SEO,Agile,Content Strategy
Product Manager,Analyzes data to drive business decisions and strategies.,Figma,Agile,SQL
Software Engineer,Designs user interfaces and ensures optimal user experience.,Figma,Agile,Content Strategy
Software Engineer,Develops software applications using modern technologies.,SEO,Agile,SQL
Software Engineer,Designs user interfaces and ensures optimal user experience.,Figma,SEM,Prototyping
Product Manager,Designs user interfaces and ensures optimal user experience.,Excel,Agile,Scrum
Product Manager,Designs user interfaces and ensures optimal user experience.,Figma,Data Analysis,Scrum
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Python,UX Research,SQL
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,SEO,UX Research,SQL
UX Designer,Develops software applications using modern technologies.,Project Management,SEM,Content Strategy
UX Designer,Analyzes data to drive business decisions and strategies.,Python,SEM,Scrum
Marketing Specialist,Develops software applications using modern technologies.,Python,Java,SQL
UX Designer,Analyzes data to drive business decisions and strategies.,Python,UX Research,SQL
Product Manager,Develops software applications using modern technologies.,SEO,Data Analysis,SQL
Data Analyst,Manages product lifecycle and works with cross-functional teams.,SEO,Agile,Scrum
Product Manager,Plans and executes marketing campaigns across channels.,SEO,Agile,SQL
Data Analyst,Plans and executes marketing campaigns across channels.,Excel,SEM,SQL
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Figma,Data Analysis,Scrum
Marketing Specialist,Plans and executes marketing campaigns across channels.,Project Management,Java,Content Strategy
Data Analyst,Manages product lifecycle and works with cross-functional teams.,SEO,SEM,SQL
Product Manager,Analyzes data to drive business decisions and strategies.,Project Management,Data Analysis,SQL
Product Manager,Develops software applications using modern technologies.,Excel,SEM,Content Strategy
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Project Management,Java,Scrum
Marketing Specialist,Plans and executes marketing campaigns across channels.,Excel,Data Analysis,Scrum
Data Analyst,Designs user interfaces and ensures optimal user experience.,Excel,Data Analysis,Scrum
Product Manager,Develops software applications using modern technologies.,Python,UX Research,Content Strategy
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Excel,SEM,SQL
Software Engineer,Analyzes data to drive business decisions and strategies.,SEO,Java,SQL
UX Designer,Designs user interfaces and ensures optimal user experience.,SEO,SEM,SQL
Product Manager,Plans and executes marketing campaigns across channels.,Python,UX Research,Content Strategy
Software Engineer,Manages product lifecycle and works with cross-functional teams.,SEO,Agile,SQL
Software Engineer,Analyzes data to drive business decisions and strategies.,SEO,Data Analysis,SQL
Data Analyst,Manages product lifecycle and works with cross-functional teams.,Project Management,Java,SQL
Software Engineer,Plans and executes marketing campaigns across channels.,Project Management,UX Research,SQL
Software Engineer,Analyzes data to drive business decisions and strategies.,Excel,Agile,SQL
Data Analyst,Analyzes data to drive business decisions and strategies.,Python,Data Analysis,Content Strategy
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Excel,Java,SQL
Data Analyst,Designs user interfaces and ensures optimal user experience.,Python,SEM,SQL
Software Engineer,Plans and executes marketing campaigns across channels.,Project Management,SEM,SQL
Data Analyst,Analyzes data to drive business decisions and strategies.,Python,Agile,SQL
Product Manager,Designs user interfaces and ensures optimal user experience.,Project Management,Agile,SQL
Data Analyst,Manages product lifecycle and works with cross-functional teams.,Python,Java,Scrum
Product Manager,Analyzes data to drive business decisions and strategies.,Excel,Data Analysis,SQL
UX Designer,Plans and executes marketing campaigns across channels.,Excel,UX Research,Scrum
Data Analyst,Analyzes data to drive business decisions and strategies.,Project Management,UX Research,Prototyping
Software Engineer,Designs user interfaces and ensures optimal user experience.,Excel,SEM,SQL
Data Analyst,Plans and executes marketing campaigns across channels.,Project Management,UX Research,SQL
Data Analyst,Develops software applications using modern technologies.,Excel,UX Research,SQL
UX Designer,Develops software applications using modern technologies.,Excel,Java,Scrum
Software Engineer,Plans and executes marketing campaigns across channels.,SEO,Java,SQL
Software Engineer,Develops software applications using modern technologies.,Excel,Agile,SQL
Marketing Specialist,Analyzes data to drive business decisions and strategies.,Figma,UX Research,Prototyping
UX Designer,Manages product lifecycle and works with cross-functional teams.,SEO,Data Analysis,Content Strategy
Software Engineer,Analyzes data to drive business decisions and strategies.,Python,Data Analysis,Scrum
UX Designer,Manages product lifecycle and works with cross-functional teams.,Excel,Agile,SQL
Software Engineer,Plans and executes marketing campaigns across channels.,Python,SEM,Content Strategy
Product Manager,Develops software applications using modern technologies.,Excel,UX Research,Prototyping
